"Our results through the end of the century are generated based on today’s existing property numbers, property values, and related data (Zillow 2017).",,,,,,,,,,,,,,
ZIP Codes are defined by US Census Bureau ZIP Code Tabulation Areas.,,,,,,,,,,,,,,
"In some cases, our underlying source datasets may not reflect all local features such as recently-constructed seawalls and locally-controlled levees. In those cases, the flood-mitigating effects of such structures may not be reflected in the projected degree of flooding.",,,,,,,,,,,,,,
Year,Projection,State,ZIP Code, Homes at Risk ,Value at Risk,Property Tax at Risk, Population currently housed in at risk homes , Total Homes ,Total Value,Total Property Tax, Total Population ,,,
2030,NCAH,TX,77546, 4 ,"$4,007,220","$26,805", 11 ," 18,206 ","$5,248,181,503","$62,455,509"," 47,636 ",,,
2030,NCAH,TX,77617, 47 ,"$3,208,910","$56,807", 31 ," 2,717 ","$67,623,198","$1,019,491", 73 ,,,
2030,NCAH,TX,77554," 1,443 ","$462,074,984","$8,759,073"," 1,213 "," 14,705 ","$3,790,445,037","$72,872,932"," 8,863 ",,,
2030,NCAH,TX,77623, 3 ,"$161,470","$1,909", 6 , 380 ,"$18,333,485","$152,999", 448 ,,,
2030,NCAH,TX,77630, 29 ,"$4,826,744","$80,597", 61 ," 16,563 ","$1,296,186,713","$20,901,364"," 26,796 ",,,
2030,NCAH,TX,77703, 2 ,"$76,630","$1,081", 5 ," 7,535 ","$277,321,110","$5,608,013"," 15,006 ",,,
2030,NCAH,TX,77650, 303 ,"$34,316,150","$541,036", 243 ," 10,497 ","$988,474,374","$17,343,857"," 1,896 ",,,
2030,NCAH,TX,77049, 7 ,"$1,752,111","$22,614", 21 ," 10,741 ","$2,594,081,072","$47,679,253"," 28,521 ",,,
2030,NCAH,TX,77571, 6 ,"$863,931","$18,405", 16 ," 16,037 ","$6,362,203,441","$101,796,339"," 35,666 ",,,
2030,NCAH,TX,77058, 98 ,"$43,650,546","$887,990", 167 ," 4,865 ","$1,713,629,024","$35,537,909"," 16,406 ",,,
2030,NCAH,TX,77640, 6 ,"$440,520","$7,828", 12 ," 13,710 ","$750,615,897","$14,953,665"," 16,875 ",,,
2030,NCAH,VA,23119, 11 ,"$2,624,400","$141,718", 15 , 375 ,"$49,518,500","$3,186,207", 295 ,,,
2030,NCAH,VA,23607, 9 ,"$720,500","$9,870", 20 ," 8,393 ","$674,688,060","$24,885,376"," 24,519 ",,,
2030,NCAH,VA,22473, 9 ,"$2,893,000","$12,527", 13 ," 7,744 ","$1,175,291,746","$3,726,652"," 5,099 ",,,
2030,NCAH,VA,22548, 1 ,"$65,717",$460, 1 , 87 ,"$15,253,828","$99,604", 73 ,,,
2030,NCAH,VA,22572, 1 ,"$16,506",$116, 2 ," 4,855 ","$685,731,970","$3,847,379"," 7,470 ",,,
2030,NCAH,VA,23180, 1 ,"$137,000",$644, 2 , 440 ,"$82,049,600","$300,774", 441 ,,,
2030,NCAH,VA,23185, 23 ,"$12,752,400","$69,958", 47 ," 19,173 ","$8,079,509,740","$35,651,682"," 46,370 ",,,
2030,NCAH,VA,23188, 1 ,"$835,400","$5,793", 2 ," 20,127 ","$7,671,927,420","$29,988,861"," 38,733 ",,,
2030,NCAH,VA,23310, 4 ,"$4,176,600","$7,568", 6 ," 5,859 ","$536,416,767","$5,110,083"," 4,736 ",,,
2030,NCAH,VA,23356, 38 ,"$5,531,200","$35,124", 48 ," 4,464 ","$119,882,600","$858,071"," 1,246 ",,,
2030,NCAH,VA,23513, 1 ,,"$2,623", 2 ," 9,764 ","$1,386,320,690","$20,185,626"," 29,595 ",,,
2030,NCAH,VA,23061, 19 ,"$5,762,400","$38,911", 45 ," 9,784 ","$2,561,611,400","$15,358,463"," 21,208 ",,,
2030,NCAH,VA,22504, 3 ,"$768,200","$4,609", 5 , 300 ,"$46,076,800","$215,330", 263 ,,,
2030,NCAH,VA,23324, 12 ,"$1,120,400","$10,765", 30 ," 7,984 ","$1,600,209,270","$14,473,723"," 22,851 ",,,
2030,NCAH,VA,23181, 11 ,"$3,004,300","$14,619", 26 ," 4,092 ","$563,060,573","$3,762,646"," 5,426 ",,,
2030,NCAH,VA,22485, 4 ,"$1,567,100","$8,264", 10 ," 12,495 ","$2,044,141,200","$10,780,631"," 23,004 ",,,
2030,NCAH,VA,23707, 33 ,"$8,530,010","$97,463", 74 ," 5,692 ","$1,276,564,888","$13,860,903"," 14,236 ",,,
2030,NCAH,VA,23504, 14 ,"$2,268,400","$34,661", 33 ," 7,124 ","$851,331,910","$11,820,890"," 23,483 ",,,
2030,NCAH,VA,22560, 2 ,"$228,700","$1,372", 4 ," 4,288 ","$758,376,058","$2,938,611"," 6,704 ",,,
2030,NCAH,VA,23045, 25 ,"$3,875,260","$209,265", 33 , 180 ,"$18,303,660","$1,215,577", 96 ,,,
2030,NCAH,VA,23389, 2 ,"$793,100","$4,838", 3 , 15 ,"$3,585,300","$21,870", 137 ,,,
2030,NCAH,VA,23089, 20 ,"$5,870,900","$39,964", 44 ," 2,923 ","$618,075,775","$4,680,214"," 4,914 ",,,
2030,NCAH,VA,23505, 11 ,"$6,848,500","$77,938", 23 ," 6,615 ","$1,689,758,400","$22,667,962"," 28,503 ",,,
2030,NCAH,VA,23509, 5 ,"$1,270,900","$14,781", 12 ," 5,179 ","$835,938,650","$10,838,399"," 12,817 ",,,
2030,NCAH,VA,22554, 3 ,"$1,510,400","$12,834", 9 ," 19,991 ","$5,199,939,800","$44,266,650"," 51,463 ",,,
2030,NCAH,VA,23035, 2 ,"$893,100","$48,228", 4 ," 1,248 ","$169,830,300","$11,296,265"," 1,473 ",,,
2030,NCAH,VA,23354, 1 ,"$462,100","$2,634", 2 , 188 ,"$37,360,562","$209,071", 207 ,,,
2030,NCAH,VA,23316, 1 ,"$447,600","$2,943", 2 , 317 ,"$23,814,762","$239,163", 342 ,,,
2030,NCAH,VA,22511, 89 ,"$19,956,900","$86,418", 110 ," 1,689 ","$349,196,500","$1,252,935"," 1,240 ",,,
2030,NCAH,VA,23661, 9 ,"$2,132,000","$25,910", 20 ," 6,718 ","$1,284,136,400","$14,972,458"," 14,113 ",,,
2030,NCAH,VA,23704, 10 ,"$600,710","$7,670", 20 ," 7,241 ","$1,858,118,406","$17,097,630"," 18,716 ",,,
2030,NCAH,VA,23163, 6 ,"$1,753,200","$94,673", 8 , 394 ,"$43,219,500","$2,824,057", 220 ,,,
2030,NCAH,VA,23308, 8 ,"$850,000","$5,185", 18 ," 1,237 ","$64,741,100","$569,569"," 2,106 ",,,
2030,NCAH,VA,23518, 109 ,"$18,844,800","$277,420", 243 ," 10,534 ","$2,054,131,500","$29,312,103"," 28,095 ",,,
2030,NCAH,VA,23350, 2 ,"$307,600","$3,097", 4 ," 3,162 ","$228,920,246","$2,484,652"," 3,403 ",,,
2030,NCAH,VA,22503, 10 ,"$3,207,900","$13,794", 15 ," 6,072 ","$899,389,260","$2,878,784"," 4,334 ",,,
2030,NCAH,VA,23071, 3 ,"$724,900","$3,407", 4 ," 1,782 ","$344,026,600","$1,370,778"," 1,563 ",,,
2030,NCAH,VA,23323, 39 ,"$9,619,200","$97,210", 111 ," 13,862 ","$4,099,157,900","$37,657,232"," 35,906 ",,,
2030,NCAH,VA,23899, 12 ,"$3,106,400","$22,055", 20 , 157 ,"$28,035,100","$199,049", 351 ,,,
2030,NCAH,VA,23503, 34 ,"$7,044,500","$73,179", 69 ," 9,820 ","$1,845,001,000","$22,064,266"," 30,856 ",,,
2030,NCAH,VA,23398, 3 ,"$1,225,450","$2,915", 3 , 366 ,"$43,093,280","$393,534", 153 ,,,
2030,NCAH,VA,22469, 8 ,"$2,899,800","$14,974", 11 ," 3,816 ","$329,634,649","$1,524,828"," 1,921 ",,,
2030,NCAH,VA,22520, 10 ,"$2,770,200","$14,304", 17 ," 7,553 ","$918,999,397","$3,939,337"," 5,402 ",,,
2030,NCAH,VA,23696, 6 ,"$1,836,900","$12,999", 15 ," 1,767 ","$624,570,500","$2,046,728"," 3,669 ",,,
2030,NCAH,VA,23666, 48 ,"$7,626,800","$193,231", 105 ," 16,532 ","$5,353,461,100","$63,132,287"," 49,825 ",,,
2030,NCAH,VA,23420, 1 ,"$262,100","$1,599", 2 ," 1,848 ","$111,327,800","$1,012,070"," 2,376 ",,,
2030,NCAH,VA,23662, 223 ,"$40,142,600","$348,277", 570 ," 5,243 ","$1,377,623,400","$11,949,639"," 12,150 ",,,
2030,NCAH,VA,23125, 31 ,"$7,217,400","$389,741", 31 , 324 ,"$32,185,300","$2,061,548", 223 ,,,
2030,NCAH,VA,23128, 15 ,"$5,387,600","$290,931", 27 , 816 ,"$117,704,400","$6,253,037"," 1,045 ",,,
2030,NCAH,VA,23130, 28 ,"$6,793,200","$366,834", 47 , 338 ,"$27,842,300","$1,803,474", 268 ,,,
2030,NCAH,VA,23138, 25 ,"$6,865,100","$370,716", 39 ," 1,212 ","$129,292,300","$8,477,217", 953 ,,,
2030,NCAH,VA,23836, 5 ,"$141,800","$1,386", 12 ," 5,098 ","$1,907,473,400","$16,533,569"," 11,444 ",,,
2030,NCAH,VA,23175, 6 ,"$3,498,100","$16,441", 9 ," 1,940 ","$375,361,800","$1,438,208"," 1,907 ",,,
2030,NCAH,VA,23149, 1 ,"$368,400","$1,731", 2 ," 1,977 ","$384,893,400","$1,478,924"," 3,190 ",,,
2030,NCAH,VA,23156, 2 ,"$519,700","$2,858", 4 ," 1,470 ","$102,324,022","$801,215"," 1,555 ",,,
2030,NCAH,VA,23834, 2 ,"$14,600",$140, 5 ," 11,238 ","$2,716,326,169","$26,160,280"," 25,612 ",,,
2030,NCAH,VA,23405, 2 ,"$438,700","$2,535", 3 ," 1,462 ","$178,221,828","$1,403,247", 973 ,,,
2030,NCAH,VA,23409, 6 ,"$264,000","$1,610", 10 , 117 ,"$2,941,200","$30,406", 84 ,,,
2030,NCAH,VA,23301, 1 ,"$341,800","$2,062", 2 ," 1,194 ","$72,983,100","$772,615"," 1,831 ",,,
2030,NCAH,VA,23325, 2 ,"$354,700","$3,724", 5 ," 5,991 ","$1,399,021,050","$13,160,318"," 17,592 ",,,
2030,NCAH,VA,23322, 50 ,"$16,986,700","$172,400", 145 ," 23,897 ","$7,886,570,680","$73,546,775"," 60,473 ",,,
2030,NCAH,VA,23410, 2 ,"$53,800",$328, 4 ," 1,498 ","$109,409,900","$894,988"," 2,015 ",,,
2030,NCAH,VA,23336," 1,347 ","$263,338,400","$1,290,060", 870 ," 4,789 ","$657,864,300","$3,935,001"," 2,941 ",,,
2030,NCAH,VA,23359, 15 ,"$1,054,300","$6,431", 31 , 459 ,"$23,057,400","$226,651", 776 ,,,
2030,NCAH,VA,23347, 8 ,"$994,500","$8,944", 11 , 513 ,"$45,343,851","$439,465", 671 ,,,
2030,NCAH,VA,23455, 19 ,"$8,145,400","$80,640", 42 ," 17,826 ","$5,115,327,700","$57,626,477"," 47,938 ",,,
2030,NCAH,VA,23457, 49 ,"$12,373,600","$119,270", 127 ," 2,430 ","$498,637,200","$6,111,088"," 4,289 ",,,
2030,NCAH,VA,23314, 2 ,"$535,000","$4,692", 5 ," 4,064 ","$933,718,200","$9,513,683"," 6,991 ",,,
2030,NCAH,VA,23306, 4 ,"$716,400","$4,370", 8 , 813 ,"$89,033,300","$727,687"," 1,088 ",,,
2030,NCAH,VA,23320, 85 ,"$19,760,400","$200,965", 200 ," 20,502 ","$7,727,914,200","$74,342,072"," 51,797 ",,,
2030,NCAH,VA,23307, 1 ,"$444,500","$1,474", 2 , 583 ,"$22,811,980","$412,504", 769 ,,,
2030,NCAH,VA,23456, 44 ,"$14,359,400","$148,697", 122 ," 21,590 ","$6,882,948,500","$74,501,443"," 51,748 ",,,
2030,NCAH,VA,23606, 2 ,"$2,562,600","$31,534", 4 ," 7,579 ","$2,079,026,425","$42,072,240"," 29,283 ",,,
2030,NCAH,VA,23608, 1 ,"$21,600",$399, 2 ," 11,837 ","$2,277,140,700","$36,050,773"," 42,917 ",,,
2030,NCAH,VA,23510, 33 ,"$11,562,800","$121,774", 51 ," 1,947 ","$611,039,500","$22,043,958"," 7,031 ",,,
2030,NCAH,VA,23427, 15 ,"$1,403,600","$8,562", 20 , 37 ,"$2,228,900","$14,304", 243 ,,,
2030,NCAH,VA,23417, 116 ,"$16,708,800","$101,875", 198 ," 3,196 ","$326,891,770","$2,656,758"," 4,047 ",,,
2030,NCAH,VA,23434, 1 ,"$99,600",$614, 2 ," 21,293 ","$4,914,927,400","$22,139,191"," 47,670 ",,,
2030,NCAH,VA,23426, 74 ,"$4,606,300","$27,962", 125 , 303 ,"$10,918,200","$95,391", 225 ,,,
2030,NCAH,VA,23669, 29 ,"$7,634,200","$96,936", 66 ," 15,865 ","$3,352,961,060","$35,661,693"," 43,148 ",,,
2030,NCAH,VA,23701, 2 ,"$333,760","$4,561", 5 ," 9,520 ","$2,136,562,141","$24,151,116"," 25,161 ",,,
2030,NCAH,VA,23502, 3 ,"$1,062,900","$11,744", 7 ," 7,292 ","$1,195,079,880","$29,449,812"," 20,678 ",,,
2030,NCAH,VA,23072, 129 ,"$18,863,200","$134,811", 292 ," 5,253 ","$1,266,081,800","$8,400,075"," 11,541 ",,,
2030,NCAH,VA,23702, 3 ,"$353,850","$4,933", 7 ," 3,799 ","$604,349,270","$7,811,505"," 11,424 ",,,
2030,NCAH,VA,23664, 44 ,"$8,425,700","$104,210", 94 ," 5,015 ","$943,197,500","$11,459,312"," 10,194 ",,,
2030,NCAH,VA,23109, 10 ,"$2,259,700","$122,024", 18 ," 1,831 ","$201,289,000","$14,480,393"," 1,821 ",,,
2030,NCAH,VA,22308, 2 ,"$3,271,470","$38,590", 5 ," 5,111 ","$3,166,368,560","$38,453,673"," 12,737 ",,,
2030,NCAH,VA,22314, 21 ,"$14,562,449","$151,886", 35 ," 14,320 ","$18,341,587,696","$168,775,413"," 29,653 ",,,
2030,NCAH,VA,23066, 8 ,"$2,372,000","$128,088", 7 , 532 ,"$63,994,100","$3,782,553", 471 ,,,
2030,NCAH,VA,22443, 19 ,"$6,452,400","$33,318", 32 ," 10,481 ","$1,129,667,110","$5,083,522"," 8,083 ",,,
2030,NCAH,VA,22454, 37 ,"$8,394,200","$50,365", 56 ," 2,104 ","$256,239,700","$1,335,463"," 1,796 ",,,
2030,NCAH,VA,22460, 14 ,"$3,463,178","$24,242", 24 ," 1,771 ","$220,610,321","$1,414,818"," 1,876 ",,,
2030,NCAH,VA,22482, 7 ,"$3,274,600","$14,180", 11 ," 3,600 ","$714,051,800","$2,015,633"," 2,993 ",,,
2030,NCAH,VA,22539, 12 ,"$4,914,000","$21,279", 13 ," 3,950 ","$662,734,900","$2,383,764"," 2,063 ",,,
2030,NCAH,VA,22488, 55 ,"$18,898,900","$97,587", 87 ," 2,294 ","$270,960,010","$1,169,035"," 1,398 ",,,
2030,NCAH,VA,23043, 7 ,"$2,655,100","$12,479", 7 ," 2,797 ","$626,270,300","$2,448,948"," 1,692 ",,,
2030,NCAH,VA,23025, 1 ,"$363,200","$19,613", 2 , 212 ,"$33,038,300","$2,072,654", 233 ,,,
2030,NCAH,VA,22437, 1 ,"$125,700",$754, 1 , 922 ,"$114,031,400","$641,026", 725 ,,,
2030,NCAH,VA,22578, 59 ,"$16,119,900","$69,316", 82 ," 3,364 ","$789,341,400","$2,880,366"," 2,510 ",,,
2030,NCAH,VA,23430, 4 ,"$556,700","$12,964", 10 ," 9,321 ","$1,799,235,100","$19,218,179"," 17,281 ",,,
2030,NCAH,VA,23454, 13 ,"$4,263,300","$41,206", 32 ," 20,851 ","$6,277,981,170","$72,232,212"," 60,283 ",,,
2030,NCAH,VA,23124, 1 ,"$233,100","$1,935", 3 ," 1,965 ","$385,897,900","$5,339,093"," 3,185 ",,,
2030,NCAH,VA,23464, 6 ,"$2,241,900","$21,654", 16 ," 24,646 ","$5,851,519,200","$63,553,285"," 72,359 ",,,
2030,NCAH,VA,23076, 14 ,"$3,591,400","$193,936", 21 , 728 ,"$119,523,300","$7,463,993", 606 ,,,
2030,NCAH,VA,22191, 6 ,"$1,067,700","$12,978", 17 ," 18,435 ","$7,468,592,200","$85,388,139"," 57,598 ",,,
2030,NCAH,VA,23508, 38 ,"$10,200,900","$125,270", 91 ," 5,951 ","$1,454,925,030","$19,679,982"," 20,263 ",,,
2030,NCAH,VA,23692, 6 ,"$1,442,700","$10,209", 14 ," 8,225 ","$3,399,680,000","$13,150,800"," 18,846 ",,,
2030,NCAH,VA,23079, 1 ,"$136,400",$641, 2 , 531 ,"$93,937,500","$323,887", 437 ,,,
2030,NCAH,VA,22435, 1 ,"$202,800",$878, 2 ," 2,063 ","$258,439,532","$830,743"," 2,439 ",,,
2030,NCAH,VA,23451, 128 ,"$53,239,400","$522,472", 225 ," 19,730 ","$7,805,108,970","$99,400,912"," 41,544 ",,,
2030,NCAH,VA,23176, 2 ,"$799,700","$3,759", 4 , 445 ,"$83,145,300","$326,733", 656 ,,,
2030,NCAH,VA,23452, 4 ,"$2,333,700","$29,264", 10 ," 19,387 ","$5,044,681,500","$64,189,943"," 59,321 ",,,
2030,NCAH,VA,23440, 212 ,"$13,859,200","$84,994", 408 , 387 ,"$18,942,600","$123,653", 727 ,,,
2030,NCAH,VA,23883, 1 ,"$133,300",$946, 2 ," 1,400 ","$278,152,700","$1,975,039"," 2,551 ",,,
2030,NCAH,VA,23703, 2 ,"$578,480","$7,742", 5 ," 9,327 ","$2,696,354,528","$31,531,899"," 25,739 ",,,
2030,NCAH,VA,23358, 37 ,"$5,992,000","$36,439", 47 , 143 ,"$14,884,700","$126,451", 152 ,,,
2030,NCAH,VA,23395, 1 ,"$858,500","$5,237", 1 , 467 ,"$14,150,500","$142,082", 645 ,,,
2030,NCAH,VA,23421, 13 ,"$1,381,100","$8,425", 27 ," 2,559 ","$153,761,900","$1,303,866"," 4,255 ",,,
2030,NCAH,VA,23663, 3 ,"$434,700","$5,672", 7 ," 5,643 ","$885,918,400","$9,933,707"," 14,495 ",,,
2030,NCAH,WA,98584, 8 ,"$3,114,620","$32,417", 17 ," 23,819 ","$3,613,939,675","$39,062,342"," 36,630 ",,,
2030,NCAH,WA,98284, 1 ,"$180,100","$2,303", 2 ," 13,550 ","$2,409,025,279","$24,995,940"," 24,331 ",,,
2030,NCAH,WA,98144, 16 ,"$24,197,000","$182,560", 33 ," 9,679 ","$5,749,299,477","$43,624,219"," 26,881 ",,,
2030,NCAH,WA,98250, 7 ,"$5,444,640","$34,000", 9 ," 7,001 ","$2,885,753,934","$19,821,979"," 7,664 ",,,
2030,NCAH,WA,98136, 3 ,"$5,484,000","$48,922", 6 ," 5,898 ","$3,579,837,300","$28,504,014"," 14,770 ",,,
2030,NCAH,WA,98226, 1 ,"$1,819",$15, 2 ," 19,654 ","$5,107,247,883","$55,673,482"," 41,235 ",,,
2030,NCAH,WA,98273, 4 ,"$734,000","$8,828", 10 ," 12,905 ","$3,332,133,743","$38,882,319"," 28,717 ",,,
2030,NCAH,WA,98382, 8 ,"$5,684,257","$55,190", 15 ," 20,116 ","$3,940,334,750","$34,167,785"," 26,856 ",,,
2030,NCAH,WA,98320, 7 ,"$1,669,448","$15,155", 6 ," 2,638 ","$257,630,052","$2,115,573"," 1,250 ",,,
2030,NCAH,WA,98466, 4 ,"$1,103,300","$13,577", 9 ," 8,597 ","$2,782,637,165","$41,160,285"," 26,944 ",,,
2030,NCAH,WA,98548, 7 ,"$2,121,495","$19,788", 7 ," 3,427 ","$314,068,365","$2,754,171"," 2,193 ",,,
2030,NCAH,WA,98550, 604 ,"$42,242,785","$593,749"," 1,313 "," 6,600 ","$697,050,414","$7,311,980"," 11,382 ",,,
2030,NCAH,WA,98563, 4 ,"$346,050","$5,481", 9 ," 4,551 ","$605,322,703","$7,530,310"," 8,001 ",,,
2030,NCAH,WA,98577, 5 ,"$518,900","$6,671", 11 ," 6,129 ","$432,405,200","$5,744,484"," 6,338 ",,,
2030,NCAH,WA,98586, 4 ,"$574,600","$7,337", 8 ," 1,411 ","$117,580,200","$1,164,098"," 1,944 ",,,
2030,NCAH,WA,98116, 59 ,"$25,683,000","$249,415", 108 ," 9,171 ","$5,791,517,727","$48,047,169"," 22,241 ",,,
2030,NCAH,WA,98562, 1 ,"$71,545",$71, 1 , 456 ,"$48,464,657","$488,342", 195 ,,,
2030,NCAH,WA,98342, 1 ,"$242,610","$3,265", 2 ," 1,116 ","$248,976,640","$3,234,453"," 1,370 ",,,
2030,NCAH,WA,98199, 2 ,"$2,685,000","$21,832", 4 ," 8,091 ","$6,812,826,223","$50,768,583"," 19,686 ",,,
2030,NCAH,WA,98638, 12 ,"$2,155,100","$23,495", 24 ," 1,517 ","$139,522,100","$1,272,248"," 1,525 ",,,
2030,NCAH,WA,98290, 4 ,"$1,631,600","$19,853", 10 ," 15,358 ","$4,859,822,600","$60,040,855"," 32,714 ",,,
2030,NCAH,WA,98326, 1 ,"$50,837",$604, 1 ," 1,424 ","$35,170,024","$362,536"," 1,412 ",,,
2030,NCAH,WA,98465, 4 ,"$1,553,500","$25,191", 8 ," 2,020 ","$723,062,800","$9,432,210"," 6,340 ",,,
2030,NCAH,WA,98520, 29 ,"$2,963,160","$36,028", 66 ," 11,865 ","$1,663,596,191","$17,745,608"," 23,814 ",,,
2030,NCAH,WA,98221, 42 ,"$27,775,700","$262,491", 77 ," 14,009 ","$5,619,033,637","$47,129,371"," 20,429 ",,,
2030,NCAH,WA,98109, 170 ,"$61,401,822","$559,110", 244 ," 7,557 ","$15,134,732,539","$95,394,767"," 20,715 ",,,
2030,NCAH,WA,98346, 14 ,"$6,879,600","$92,607", 32 ," 4,864 ","$1,143,845,052","$15,026,328"," 9,297 ",,,
2030,NCAH,WA,98502, 1 ,"$130,500","$1,574", 2 ," 13,325 ","$4,938,360,930","$49,207,135"," 30,491 ",,,
2030,NCAH,WA,98612, 82 ,"$12,978,800","$105,538", 157 ," 2,697 ","$337,508,099","$2,123,426"," 2,704 ",,,
2030,NCAH,WA,98349, 7 ,"$1,374,400","$16,368", 13 ," 3,958 ","$544,137,245","$6,022,483"," 4,614 ",,,
2030,NCAH,WA,98527, 3 ,"$445,800","$5,686", 4 , 507 ,"$37,994,200","$468,824", 324 ,,,
2030,NCAH,WA,98230, 24 ,"$6,322,547","$73,908", 43 ," 13,585 ","$3,055,842,971","$31,377,279"," 15,710 ",,,
2030,NCAH,WA,98631, 1 ,"$466,800","$4,913", 1 ," 4,924 ","$536,972,400","$6,855,061"," 3,243 ",,,
2030,NCAH,WA,98555, 4 ,"$1,053,690","$6,880", 3 ," 1,367 ","$132,273,770","$899,504", 599 ,,,
2030,NCAH,WA,98262, 2 ,"$858,181","$10,555", 2 ," 1,248 ","$188,691,687","$2,498,385", 964 ,,,
2030,NCAH,WA,98107, 35 ,"$23,431,000","$203,247", 59 ," 7,998 ","$5,916,575,823","$47,173,962"," 21,147 ",,,
2030,NCAH,WA,98381, 13 ,"$1,800,960","$19,425", 16 , 759 ,"$36,877,882","$396,313", 371 ,,,
2030,NCAH,WA,98569, 59 ,"$1,987,174","$23,210", 68 ," 12,625 ","$1,037,948,179","$11,428,943"," 5,784 ",,,
2030,NCAH,WA,98023, 4 ,"$1,866,000","$25,125", 11 ," 14,607 ","$4,422,786,554","$57,435,230"," 47,510 ",,,
2030,NCAH,WA,98424, 2 ,"$261,100","$3,064", 5 ," 3,311 ","$2,029,874,736","$22,975,801"," 10,140 ",,,
2030,NCAH,WA,98592, 75 ,"$28,292,075","$266,341", 106 ," 2,561 ","$408,683,175","$3,773,921"," 1,764 ",,,
2030,NCAH,WA,98370, 5 ,"$2,273,140","$30,297", 12 ," 14,353 ","$4,092,405,257","$51,095,025"," 29,528 ",,,
2030,NCAH,WA,98624, 26 ,"$3,076,100","$43,887", 43 ," 1,474 ","$176,454,300","$1,792,458"," 1,532 ",,,
2030,NCAH,WA,98513, 1 ,"$505,850","$5,687", 3 ," 14,322 ","$3,158,700,420","$37,093,675"," 31,975 ",,,
2030,NCAH,WA,98112, 103 ,"$53,848,000","$485,111", 197 ," 8,411 ","$9,529,663,018","$72,546,550"," 21,077 ",,,
2030,NCAH,WA,98201, 32 ,"$6,978,800","$77,502", 62 ," 10,746 ","$4,658,797,060","$33,621,231"," 29,582 ",,,
2030,NCAH,WA,98205, 1 ,"$496,500","$5,073", 3 ," 4,955 ","$1,257,403,100","$14,046,561"," 12,283 ",,,
2030,NCAH,WA,98271, 51 ,"$20,336,200","$257,401", 131 ," 13,998 ","$3,347,826,920","$33,304,841"," 27,184 ",,,
2030,NCAH,WA,98225, 3 ,"$780,222","$27,321", 6 ," 15,146 ","$5,814,061,562","$52,959,783"," 46,172 ",,,
2030,NCAH,WA,98243, 3 ,"$1,832,470","$8,009", 2 , 466 ,"$287,999,060","$1,819,102", 507 ,,,
2030,NCAH,WA,98245, 1 ,"$205,800",$998, 1 ," 3,237 ","$1,090,913,150","$8,382,476"," 3,651 ",,,
2030,NCAH,WA,98070, 29 ,"$13,585,000","$137,787", 55 ," 7,156 ","$2,453,528,434","$26,619,650"," 10,624 ",,,
2030,NCAH,WA,98253, 21 ,"$11,812,027","$111,878", 26 ," 2,307 ","$598,221,139","$5,285,881"," 1,837 ",,,
2030,NCAH,WA,98257, 68 ,"$22,334,600","$305,956", 126 ," 2,569 ","$442,288,399","$5,043,636"," 4,134 ",,,
2030,NCAH,WA,98261, 14 ,"$6,159,480","$36,353", 14 ," 3,179 ","$1,079,070,170","$6,097,013"," 2,383 ",,,
2030,NCAH,WA,98178, 9 ,"$6,494,000","$51,523", 23 ," 8,481 ","$2,561,209,519","$27,607,542"," 24,092 ",,,
2030,NCAH,WA,98312, 5 ,"$2,022,720","$29,718", 11 ," 13,176 ","$2,666,859,155","$36,830,255"," 30,203 ",,,
2030,NCAH,WA,98311, 1 ,"$228,740","$2,845", 2 ," 9,463 ","$2,195,037,365","$30,574,202"," 25,880 ",,,
2030,NCAH,WA,98366, 18 ,"$4,489,400","$51,763", 41 ," 14,317 ","$3,208,161,333","$37,812,451"," 34,258 ",,,
2030,NCAH,WA,98367, 1 ,"$588,380","$7,238", 3 ," 13,988 ","$2,903,728,872","$34,241,325"," 27,693 ",,,
2030,NCAH,WA,98102, 416 ,"$196,607,432","$1,757,248", 596 ," 6,424 ","$5,555,131,075","$42,835,653"," 20,756 ",,,
2030,NCAH,WA,98103, 3 ,"$442,200","$4,132", 6 ," 17,469 ","$12,131,436,085","$95,858,365"," 45,911 ",,,
2030,NCAH,WA,98329, 6 ,"$1,334,800","$16,574", 15 ," 5,503 ","$1,040,255,717","$11,902,431"," 10,545 ",,,
2030,NCAH,WA,98332, 9 ,"$4,306,100","$52,020", 21 ," 8,422 ","$3,098,135,035","$31,520,423"," 15,855 ",,,
2030,NCAH,WA,98333, 4 ,"$1,512,900","$17,027", 9 ," 1,786 ","$692,266,954","$7,611,000"," 3,633 ",,,
2030,NCAH,WA,98365, 13 ,"$5,705,033","$62,433", 20 ," 5,071 ","$886,724,168","$9,901,666"," 4,528 ",,,
2030,NCAH,WA,98335, 14 ,"$4,140,200","$48,564", 33 ," 11,114 ","$4,376,703,001","$48,431,678"," 24,925 ",,,
2030,NCAH,WA,98345, 1 ,"$403,530","$5,115", 2 , 218 ,"$56,005,780","$681,747", 554 ,,,
2030,NCAH,WA,98351, 2 ,"$435,100","$6,052", 3 ," 1,268 ","$294,123,996","$4,237,135"," 1,115 ",,,
2030,NCAH,WA,98359, 12 ,"$2,344,300","$25,733", 29 ," 2,526 ","$502,547,310","$5,911,466"," 4,887 ",,,
2030,NCAH,WA,98118, 51 ,"$10,509,000","$90,388", 133 ," 14,534 ","$6,411,368,782","$53,203,076"," 42,731 ",,,
2030,NCAH,WA,98125, 11 ,"$12,666,000","$113,332", 22 ," 12,162 ","$7,013,538,000","$58,826,309"," 37,081 ",,,
